brand,category,Size,Sleeve,Bust,Letter Size,Numeric Size,Waist,Hips,Length,Inseam,Height
Nike Size Charts,"Shirts, T-Shirts and Sweatshirts - Alpha Sizes",XXL,,44½ - 48½,,,38½ - 42½,47 - 50,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,0,,,,,23½,33,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,2,,,,,26,35½,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,4,,,,,26,35½,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,6,,,,,29,38½,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,8,,,,,29,38½,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,10,,,,,31½,41,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,12,,,,,31½,41,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,14,,,,,34½,44,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,16,,,,,34½,44,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,18,,,,,38½,47,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,20,,,,,38½,47,,,
Nike Size Charts,Pants and Shorts - Numeric Sizes,22,,,,,42½,50,,,
Nike Size Charts,Pants and Shorts - Alpha Sizes,,,,,,,,Short,29¼ - 29¾,
Nike Size Charts,Pants and Shorts - Alpha Sizes,,,,,,,,,31¼ - 31¾,
Nike Size Charts,Pants and Shorts - Alpha Sizes,,,,,,,,Tall,33¼ - 33¾,
Nike Size Charts,Jackets - Numeric Sizes,XS,,,,,23½ - 26,33 - 35½,,,
Nike Size Charts,Jackets - Numeric Sizes,S,,,,,26 - 29,35½ - 38½,,,
Nike Size Charts,Jackets - Numeric Sizes,M,,,,,29 - 31½,38½ - 41,,,
Nike Size Charts,Jackets - Numeric Sizes,L,,,,,31½ - 34½,41 - 44,,,
Nike Size Charts,Jackets - Numeric Sizes,XL,,,,,34½ - 38½,44 - 47,,,
Nike Size Charts,Jackets - Numeric Sizes,XXL,,,,,38½ - 42½,47 - 50,,,
Nike Size Charts,Jackets - Alpha Sizes,,,,,,,,Short,29¼ - 29¾,
Nike Size Charts,Jackets - Alpha Sizes,,,,,,,,,31¼ - 31¾,
Nike Size Charts,Jackets - Alpha Sizes,,,,,,,,Tall,33¼ - 33¾,
Nike Size Charts,Category 7,0,,29½,,,23½,33,,,
Nike Size Charts,Category 7,2,,32½,,,26,35½,,,
Nike Size Charts,Category 7,4,,32½,,,26,35½,,,
Nike Size Charts,Category 7,6,,35½,,,29,38½,,,
Nike Size Charts,Category 7,8,,38,,,29,38½,,,
Nike Size Charts,Category 7,10,,38,,,31½,41,,,
Nike Size Charts,Category 7,12,,41,,,31½,41,,,
Nike Size Charts,Category 7,14,,41,,,34½,44,,,
Nike Size Charts,Category 7,16,,44½,,,34½,44,,,
Nike Size Charts,Category 7,18,,44½,,,38½,47,,,
Nike Size Charts,Category 7,20,,44½,,,38½,47,,,
Nike Size Charts,Category 7,22,,48½,,,42½,50,,,
Nike Size Charts,Category 8,XS,,29½ - 32½,,,23½ - 26,33 - 35½,,,
Nike Size Charts,Category 8,S,,32½ - 35½,,,26 - 29,35½ - 38½,,,
Nike Size Charts,Category 8,M,,38,,,29 - 31½,38½ - 41,,,
Nike Size Charts,Category 8,L,,41,,,31½ - 34½,41 - 44,,,
Nike Size Charts,Category 8,XL,,44½,,,34½ - 38½,44 - 47,,,
Nike Size Charts,Category 8,XXL,,44½ - 48½,,,38½ - 42½,47 - 50,,,
Charlotte Russe Size Charts,Junior Tops - Alpha Sizes,XS,,31½ - 32½,,,,33½ - 34½,,,
Charlotte Russe Size Charts,Junior Tops - Alpha Sizes,S,,33½ - 34½,,,,35½ - 36½,,,
Charlotte Russe Size Charts,Junior Tops - Alpha Sizes,M,,35½ - 36½,,,,37½ - 38½,,,
Charlotte Russe Size Charts,Junior Tops - Alpha Sizes,L,,38 - 39½,,,,40 - 41½,,,
Charlotte Russe Size Charts,Junior Tops - Alpha Sizes,XL,,41½ - 43½,,,,43½ - 45½,,,
Charlotte Russe Size Charts,Junior Tops - Alpha Sizes,XXL,,45½ - 47½,,,,47½ - 49½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,00,,31½,,,,33½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,0 - 1,,32½,,,,34½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,2 - 3,,33½,,,,35½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,4 - 5,,34½,,,,36½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,6 - 7,,35½,,,,37½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,8 - 9,,36½,,,,38½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,10 - 11,,38,,,,40,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,12 - 13,,39½,,,,41½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,14 - 15,,41½,,,,43½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,16 - 17,,43½,,,,45½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,18 - 19,,45½,,,,47½,,,
Charlotte Russe Size Charts,Junior Tops - Numeric Sizes,20 - 21,,47½,,,,49½,,,
Charlotte Russe Size Charts,Junior Bottoms - Alpha Sizes,XS,,,,,23½ - 24½,33½ - 34½,,,
Charlotte Russe Size Charts,Junior Bottoms - Alpha Sizes,S,,,,,25½ - 26½,35½ - 36½,,,
Charlotte Russe Size Charts,Junior Bottoms - Alpha Sizes,M,,,,,27½ - 28½,37½ - 38½,,,
Charlotte Russe Size Charts,Junior Bottoms - Alpha Sizes,L,,,,,30 - 31½,40 - 41½,,,
Charlotte Russe Size Charts,Junior Bottoms - Alpha Sizes,XL,,,,,33½ - 35½,43½ - 45½,,,
Charlotte Russe Size Charts,Junior Bottoms - Alpha Sizes,XXL,,,,,37½ - 39½,47½ - 49½,,,
Charlotte Russe Size Charts,Junior Bottoms - Numeric Sizes,,,,,,,,Short,30,
Charlotte Russe Size Charts,Junior Bottoms - Numeric Sizes,,,,,,,,Regular,32,
Charlotte Russe Size Charts,Junior Bottoms - Numeric Sizes,,,,,,,,Long,34,
Charlotte Russe Size Charts,Junior Bottoms - Numeric Sizes,,,,,,,,Extra Long,36,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,00,,,,,23½,33½,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,0 - 1,,,,,24½,34½,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,2 - 3,,,,,25½,35½,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,4 - 5,,,,,26½,36½,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,6 - 7,,,,,27½,37½,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,8 - 9,,,,,28½,38½,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,10 - 11,,,,,30,40,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,12 - 13,,,,,31½,41½,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,14 - 15,,,,,33½,43½,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,16 - 17,,,,,35½,45½,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,18 - 19,,,,,37½,47½,,,
Charlotte Russe Size Charts,Junior Dresses - Alpha Sizes,20 - 21,,,,,39½,49½,,,
Charlotte Russe Size Charts,Junior Dresses - Numeric Sizes,,,,,,,,Short,30,
Charlotte Russe Size Charts,Junior Dresses - Numeric Sizes,,,,,,,,Regular,32,
Charlotte Russe Size Charts,Junior Dresses - Numeric Sizes,,,,,,,,Long,34,
Charlotte Russe Size Charts,Junior Dresses - Numeric Sizes,,,,,,,,Extra Long,36,
Charlotte Russe Size Charts,Junior Outerwear - Alpha Sizes,XS,,31½ - 32½,,,23½ - 24½,33½ - 34½,,,
Charlotte Russe Size Charts,Junior Outerwear - Alpha Sizes,S,,33½ - 34½,,,25½ - 26½,35½ - 36½,,,
Charlotte Russe Size Charts,Junior Outerwear - Alpha Sizes,M,,35½ - 36½,,,27½ - 28½,37½ - 38½,,,
Charlotte Russe Size Charts,Junior Outerwear - Alpha Sizes,L,,38 - 39½,,,30 - 31½,40 - 41½,,,
Charlotte Russe Size Charts,Junior Outerwear - Alpha Sizes,XL,,41½ - 43½,,,33½ - 35½,43½ - 45½,,,
Charlotte Russe Size Charts,Junior Outerwear - Alpha Sizes,XXL,,45½ - 47½,,,37½ - 39½,47½ - 49½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,00,,31½,,,23½,33½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,0 - 1,,32½,,,24½,34½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,2 - 3,,33½,,,25½,35½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,4 - 5,,34½,,,26½,36½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,6 - 7,,35½,,,27½,37½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,8 - 9,,36½,,,28½,38½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,10 - 11,,38,,,30,40,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,12 - 13,,39½,,,31½,41½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,14 - 15,,41½,,,33½,43½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,16 - 17,,43½,,,35½,45½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,18 - 19,,45½,,,37½,47½,,,
Charlotte Russe Size Charts,Junior Outerwear - Numeric Sizes,20 - 21,,47½,,,39½,49½,,,
Charlotte Russe Size Charts,Category 9,XS,,31½ - 32½,,,,33½ - 34½,,,
Charlotte Russe Size Charts,Category 9,S,,33½ - 34½,,,,35½ - 36½,,,
Charlotte Russe Size Charts,Category 9,M,,35½ - 36½,,,,37½ - 38½,,,
Charlotte Russe Size Charts,Category 9,L,,38 - 39½,,,,40 - 41½,,,
Charlotte Russe Size Charts,Category 9,XL,,41½ - 43½,,,,43½ - 45½,,,
Charlotte Russe Size Charts,Category 9,XXL,,45½ - 47½,,,,47½ - 49½,,,
Charlotte Russe Size Charts,Category 10,00,,31½,,,,33½,,,
Charlotte Russe Size Charts,Category 10,0 - 1,,32½,,,,34½,,,
Charlotte Russe Size Charts,Category 10,2 - 3,,33½,,,,35½,,,
Charlotte Russe Size Charts,Category 10,4 - 5,,34½,,,,36½,,,
Charlotte Russe Size Charts,Category 10,6 - 7,,35½,,,,37½,,,
Charlotte Russe Size Charts,Category 10,8 - 9,,36½,,,,38½,,,
Charlotte Russe Size Charts,Category 10,10 - 11,,38,,,,40,,,
Charlotte Russe Size Charts,Category 10,12 - 13,,39½,,,,41½,,,
Charlotte Russe Size Charts,Category 10,14 - 15,,41½,,,,43½,,,
Charlotte Russe Size Charts,Category 10,16 - 17,,43½,,,,45½,,,
Charlotte Russe Size Charts,Category 10,18 - 19,,45½,,,,47½,,,
Charlotte Russe Size Charts,Category 10,20 - 21,,47½,,,,49½,,,
Cato Fashions Size Charts,Tops - Alpha Sizes,XS,,32 - 34,,,25 - 26,35 - 36,,,
Cato Fashions Size Charts,Tops - Alpha Sizes,S,,35 - 36,,,27 - 28,37 - 38,,,
Cato Fashions Size Charts,Tops - Alpha Sizes,M,,37 - 38½,,,29 - 30½,39 - 40½,,,
Cato Fashions Size Charts,Tops - Alpha Sizes,L,,40 - 41½,,,32 - 33½,42 - 43½,,,
Cato Fashions Size Charts,Tops - Alpha Sizes,XL,,43½,,,35½,45½,,,
Cato Fashions Size Charts,Plus Tops,14,,40,,,32,43,,,
Cato Fashions Size Charts,Plus Tops,16,,42,,,34,45,,,
Cato Fashions Size Charts,Plus Tops,18,,44,,,36,47,,,
Cato Fashions Size Charts,Plus Tops,20,,46,,,38,49,,,
Cato Fashions Size Charts,Plus Tops,22,,48,,,40,51,,,
Cato Fashions Size Charts,Plus Tops,24,,50,,,42,53,,,
Cato Fashions Size Charts,Plus Tops,26,,52,,,44,55,,,
Cato Fashions Size Charts,Plus Tops,28,,54,,,46,57,,,
Cato Fashions Size Charts,Tops - Numeric Sizes,2,,32,,,25,35,,,
Cato Fashions Size Charts,Tops - Numeric Sizes,4,,34,,,26,36,,,
Cato Fashions Size Charts,Tops - Numeric Sizes,6,,35,,,27,37,,,
Cato Fashions Size Charts,Tops - Numeric Sizes,8,,36,,,28,38,,,
Cato Fashions Size Charts,Tops - Numeric Sizes,10,,37,,,29,39,,,
Cato Fashions Size Charts,Tops - Numeric Sizes,12,,38½,,,30½,40½,,,
Cato Fashions Size Charts,Tops - Numeric Sizes,14,,40,,,32,42,,,
Cato Fashions Size Charts,Tops - Numeric Sizes,16,,41½,,,33½,43½,,,
Cato Fashions Size Charts,Tops - Numeric Sizes,18,,43½,,,35½,45½,,,
Cato Fashions Size Charts,Bottoms - Numeric Sizes,2,,,,,25,35,,,
Cato Fashions Size Charts,Bottoms - Numeric Sizes,4,,,,,26,36,,,
Cato Fashions Size Charts,Bottoms - Numeric Sizes,6,,,,,27,37,,,
Cato Fashions Size Charts,Bottoms - Numeric Sizes,8,,,,,28,38,,,
Cato Fashions Size Charts,Bottoms - Numeric Sizes,10,,,,,29,39,,,
Cato Fashions Size Charts,Bottoms - Numeric Sizes,12,,,,,30½,40½,,,
Cato Fashions Size Charts,Bottoms - Numeric Sizes,14,,,,,32,42,,,
Cato Fashions Size Charts,Bottoms - Numeric Sizes,16,,,,,33½,43½,,,
Cato Fashions Size Charts,Bottoms - Numeric Sizes,18,,,,,35½,45½,,,
Cato Fashions Size Charts,Plus Bottoms,,,,,,,,Petite,27½ - 30½,
Cato Fashions Size Charts,Plus Bottoms,,,,,,,,Regular,31½ - 33,
Cato Fashions Size Charts,Bottoms - Alpha Sizes,14,,,,,32,43,,,
Cato Fashions Size Charts,Bottoms - Alpha Sizes,16,,,,,34,45,,,
Cato Fashions Size Charts,Bottoms - Alpha Sizes,18,,,,,36,47,,,
Cato Fashions Size Charts,Bottoms - Alpha Sizes,20,,,,,38,49,,,
Cato Fashions Size Charts,Bottoms - Alpha Sizes,22,,,,,40,51,,,
Cato Fashions Size Charts,Bottoms - Alpha Sizes,24,,,,,42,53,,,
Cato Fashions Size Charts,Bottoms - Alpha Sizes,26,,,,,44,55,,,
Cato Fashions Size Charts,Bottoms - Alpha Sizes,28,,,,,46,57,,,
Cato Fashions Size Charts,Dresses - Alpha Sizes,,,,,,,,Inseam,28 - 33,
Cato Fashions Size Charts,Plus Dresses,XS,,,,,25 - 26,35 - 36,,,
Cato Fashions Size Charts,Plus Dresses,S,,,,,27 - 28,37 - 38,,,
Cato Fashions Size Charts,Plus Dresses,M,,,,,29 - 30½,39 - 40½,,,
Cato Fashions Size Charts,Plus Dresses,L,,,,,32 - 33½,42 - 43½,,,
Cato Fashions Size Charts,Plus Dresses,XL,,,,,35½,45½,,,
Cato Fashions Size Charts,Dresses - Numeric Sizes,,,,,,,,Petite,27½ - 30½,
Cato Fashions Size Charts,Dresses - Numeric Sizes,,,,,,,,Regular,31½ - 33,
Cato Fashions Size Charts,Jackets - Alpha Sizes,XS,,32 - 34,,,25 - 26,35 - 36,,,
Cato Fashions Size Charts,Jackets - Alpha Sizes,S,,35 - 36,,,27 - 28,37 - 38,,,
Cato Fashions Size Charts,Jackets - Alpha Sizes,M,,37 - 38½,,,29 - 30½,39 - 40½,,,
Cato Fashions Size Charts,Jackets - Alpha Sizes,L,,40 - 41½,,,32 - 33½,42 - 43½,,,
Cato Fashions Size Charts,Jackets - Alpha Sizes,XL,,43½,,,35½,45½,,,
Cato Fashions Size Charts,Plus Jackets,14,,40,,,32,43,,,
Cato Fashions Size Charts,Plus Jackets,16,,42,,,34,45,,,
Cato Fashions Size Charts,Plus Jackets,18,,44,,,36,47,,,
Cato Fashions Size Charts,Plus Jackets,20,,46,,,38,49,,,
Cato Fashions Size Charts,Plus Jackets,22,,48,,,40,51,,,
Cato Fashions Size Charts,Plus Jackets,24,,50,,,42,53,,,
Cato Fashions Size Charts,Plus Jackets,26,,52,,,44,55,,,
Cato Fashions Size Charts,Plus Jackets,28,,54,,,46,57,,,
Cato Fashions Size Charts,Jackets - Numeric Sizes,2,,32,,,25,35,,,
Cato Fashions Size Charts,Jackets - Numeric Sizes,4,,34,,,26,36,,,
Cato Fashions Size Charts,Jackets - Numeric Sizes,6,,35,,,27,37,,,
Cato Fashions Size Charts,Jackets - Numeric Sizes,8,,36,,,28,38,,,
Cato Fashions Size Charts,Jackets - Numeric Sizes,10,,37,,,29,39,,,
Cato Fashions Size Charts,Jackets - Numeric Sizes,12,,38½,,,30½,40½,,,
Cato Fashions Size Charts,Jackets - Numeric Sizes,14,,40,,,32,42,,,
Cato Fashions Size Charts,Jackets - Numeric Sizes,16,,41½,,,33½,43½,,,
Cato Fashions Size Charts,Jackets - Numeric Sizes,18,,43½,,,35½,45½,,,
Cato Fashions Size Charts,Category 13,XS,,32 - 34,,,25 - 26,35 - 36,,,
Cato Fashions Size Charts,Category 13,S,,35 - 36,,,27 - 28,37 - 38,,,
Cato Fashions Size Charts,Category 13,M,,37 - 38½,,,29 - 30½,39 - 40½,,,
Cato Fashions Size Charts,Category 13,L,,40 - 41½,,,32 - 33½,42 - 43½,,,
Cato Fashions Size Charts,Category 13,XL,,43½,,,35½,45½,,,
Cato Fashions Size Charts,Category 14,14,,40,,,32,43,,,
Cato Fashions Size Charts,Category 14,16,,42,,,34,45,,,
Cato Fashions Size Charts,Category 14,18,,44,,,36,47,,,
Cato Fashions Size Charts,Category 14,20,,46,,,38,49,,,
Cato Fashions Size Charts,Category 14,22,,48,,,40,51,,,
Cato Fashions Size Charts,Category 14,24,,50,,,42,53,,,
Cato Fashions Size Charts,Category 14,26,,52,,,44,55,,,
Cato Fashions Size Charts,Category 14,28,,54,,,46,57,,,
Cato Fashions Size Charts,Category 15,2,,32,,,25,35,,,
Cato Fashions Size Charts,Category 15,4,,34,,,26,36,,,
Cato Fashions Size Charts,Category 15,6,,35,,,27,37,,,
Cato Fashions Size Charts,Category 15,8,,36,,,28,38,,,
Cato Fashions Size Charts,Category 15,10,,37,,,29,39,,,
Cato Fashions Size Charts,Category 15,12,,38½,,,30½,40½,,,
Cato Fashions Size Charts,Category 15,14,,40,,,32,42,,,
Cato Fashions Size Charts,Category 15,16,,41½,,,33½,43½,,,
Cato Fashions Size Charts,Category 15,18,,43½,,,35½,45½,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""No-Waist"" Sizing - Split Sizes",12,,42 - 44,,,40 - 42,44 - 46,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""No-Waist"" Sizing - Split Sizes",14 - 16,,44½ - 48,,,42½ - 46,46½ - 50,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""No-Waist"" Sizing - Split Sizes",18 - 20,,48½ - 52,,,46½ - 50,50½ - 54,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""No-Waist"" Sizing - Split Sizes",22 - 24,,52½ - 56,,,50½ - 54,54½ - 58,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""No-Waist"" Sizing - Split Sizes",26 - 28,,56½ - 62,,,54½ - 60,58½ - 64,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""No-Waist"" Sizing - Split Sizes",30 - 32,,62½ - 68,,,60½ - 66,64½ - 70,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""Waist"" Sizing - Split Sizes",12,,42 - 44,,,36 - 38,46 - 48,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""Waist"" Sizing - Split Sizes",14 - 16,,44½ - 48,,,38½ - 42,48½ - 52,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""Waist"" Sizing - Split Sizes",18 - 20,,48½ - 52,,,42½ - 46,52½ - 56,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""Waist"" Sizing - Split Sizes",22 - 24,,52½ - 56,,,46½ - 50,56½ - 60,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""Waist"" Sizing - Split Sizes",26 - 28,,56½ - 62,,,50½ - 56,60½ - 66,,,
Igigi Size Charts,"Plus Blouses and Shirts - Styles with ""Waist"" Sizing - Split Sizes",30 - 32,,62½ - 68,,,56½ - 62,66½ - 72,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",12,,42 - 44,,,40 - 42,44 - 46,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",14,,44½ - 46,,,42½ - 44,46½ - 48,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",16,,46½ - 48,,,44½ - 46,48½ - 50,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",18,,48½ - 50,,,46½ - 48,50½ - 52,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",20,,50½ - 52,,,48½ - 50,52½ - 54,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",22,,52½ - 54,,,50½ - 52,54½ - 56,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",24,,54½ - 56,,,52½ - 54,56½ - 58,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",26,,56½ - 59,,,54½ - 57,58½ - 61,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",28,,59½ - 62,,,57½ - 60,61½ - 64,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",30,,62½ - 65,,,60½ - 63,64½ - 67,,,
Igigi Size Charts,"Plus Tops - Styles with ""No-Waist"" Sizing - Single Sizes",32,,65½ - 68,,,63½ - 66,67½ - 70,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",12,,42 - 44,,,36 - 38,46 - 48,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",14,,44½ - 46,,,38½ - 40,48½ - 50,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",16,,46½ - 48,,,40½ - 42,50½ - 52,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",18,,48½ - 50,,,42½ - 44,52½ - 54,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",20,,50½ - 52,,,44½ - 46,54½ - 56,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",22,,52½ - 54,,,46½ - 48,56½ - 58,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",24,,54½ - 56,,,48½ - 50,58½ - 60,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",26,,56½ - 59,,,50½ - 53,60½ - 63,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",28,,59½ - 62,,,53½ - 56,63½ - 66,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",30,,62½ - 65,,,56½ - 59,66½ - 69,,,
Igigi Size Charts,"Plus Tops - Styles with ""Waist"" Sizing - Single Sizes",32,,65½ - 68,,,59½ - 62,69½ - 72,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",12,,42 - 44,,,40 - 42,44 - 46,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",14,,44½ - 46,,,42½ - 44,46½ - 48,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",16,,46½ - 48,,,44½ - 46,48½ - 50,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",18,,48½ - 50,,,46½ - 48,50½ - 52,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",20,,50½ - 52,,,48½ - 50,52½ - 54,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",22,,52½ - 54,,,50½ - 52,54½ - 56,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",24,,54½ - 56,,,52½ - 54,56½ - 58,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",26,,56½ - 59,,,54½ - 57,58½ - 61,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",28,,59½ - 62,,,57½ - 60,61½ - 64,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",30,,62½ - 65,,,60½ - 63,64½ - 67,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Single Sizes",32,,65½ - 68,,,63½ - 66,67½ - 70,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Split Sizes",12,,,,,40 - 42,44 - 46,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Split Sizes",14 - 16,,,,,42½ - 46,46½ - 50,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Split Sizes",18 - 20,,,,,46½ - 50,50½ - 54,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Split Sizes",22 - 24,,,,,50½ - 54,54½ - 58,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Split Sizes",26 - 28,,,,,54½ - 60,58½ - 64,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""No-Waist"" Sizing - Split Sizes",30 - 32,,,,,60½ - 66,64½ - 70,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""Waist"" Sizing - Single Sizes",,,,,,,,Inseam,32,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""Waist"" Sizing - Split Sizes",12,,,,,36 - 38,46 - 48,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""Waist"" Sizing - Split Sizes",14,,,,,38½ - 40,48½ - 50,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""Waist"" Sizing - Split Sizes",16,,,,,40½ - 42,50½ - 52,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""Waist"" Sizing - Split Sizes",18,,,,,42½ - 44,52½ - 54,,,
Igigi Size Charts,"Plus Jeans, Pants and Skirts - Styles with ""Waist"" Sizing - Split Sizes",20,,,,,44½ - 46,54½ - 56,,,
